Episode,Timestep,State,Action,Reward,Next State
42,34,"[ 0.86505905  0.40150372 -0.50167005 -0.91585739  0.06593186 -0.0715835
 -0.4210152  -2.12963405  0.00823937 -0.08788981]",[0.09152381 0.08280894],-0.10294918210685744,"[ 0.86268941  0.36559995 -0.5057341  -0.93077209  0.06593186 -0.0715835
 -0.05065782 -1.75968151  0.00325103 -0.08765499]"
42,35,"[ 0.86268941  0.36559995 -0.5057341  -0.93077209  0.06593186 -0.0715835
 -0.05065782 -1.75968151  0.00325103 -0.08765499]",[ 0.01326973 -0.05543127],-0.09023129881670501,"[ 8.62448609e-01  3.30875246e-01 -5.06144640e-01 -9.43674505e-01
  6.59318570e-02 -7.15834987e-02  2.88363937e-03 -1.94434090e+00
 -8.36966966e-04 -8.69785609e-02]"
42,36,"[ 8.62448609e-01  3.30875246e-01 -5.06144640e-01 -9.43674505e-01
  6.59318570e-02 -7.15834987e-02  2.88363937e-03 -1.94434090e+00
 -8.36966966e-04 -8.69785609e-02]",[ 0.02296972 -0.01780136],-0.08699142336485804,"[ 0.86293863  0.29363082 -0.50530873 -0.9559189   0.06593186 -0.0715835
  0.09370921 -1.97635518 -0.00489941 -0.08600749]"
42,37,"[ 0.86293863  0.29363082 -0.50530873 -0.9559189   0.06593186 -0.0715835
  0.09370921 -1.97635518 -0.00489941 -0.08600749]",[0.01910625 0.05690207],-0.08887327750395355,"[ 0.86425624  0.25819053 -0.50305184 -0.96609402  0.06593186 -0.0715835
  0.16738353 -1.71193777 -0.00842018 -0.08485363]"
42,38,"[ 0.86425624  0.25819053 -0.50305184 -0.96609402  0.06593186 -0.0715835
  0.16738353 -1.71193777 -0.00842018 -0.08485363]",[-0.00243264 -0.06456829],-0.08855547955603284,"[ 0.86587072  0.22279924 -0.50026783 -0.97486435  0.06593186 -0.0715835
  0.15448495 -1.93370429 -0.01177025 -0.08355555]"
42,39,"[ 0.86587072  0.22279924 -0.50026783 -0.97486435  0.06593186 -0.0715835
  0.15448495 -1.93370429 -0.01177025 -0.08355555]",[-0.01837394 -0.0622531 ],-0.08772623986700977,"[ 0.86703391  0.1828868  -0.49824913 -0.98313398  0.06593186 -0.0715835
  0.07875023 -2.14189935 -0.01566875 -0.08203014]"
42,40,"[ 0.86703391  0.1828868  -0.49824913 -0.98313398  0.06593186 -0.0715835
  0.07875023 -2.14189935 -0.01566875 -0.08203014]",[0.12879127 0.03072482],-0.09986080515370126,"[ 0.8703391   0.14224487 -0.4924529  -0.9898315   0.06593186 -0.0715835
  0.58679964 -1.9779453  -0.01889919 -0.08013104]"
42,41,"[ 0.8703391   0.14224487 -0.4924529  -0.9898315   0.06593186 -0.0715835
  0.58679964 -1.9779453  -0.01889919 -0.08013104]",[0.04926023 0.03534315],-0.08432635332522666,"[ 0.87694371  0.10477406 -0.48059309 -0.99449605  0.06593186 -0.0715835
  0.77008475 -1.79887831 -0.02070504 -0.0779476 ]"
42,42,"[ 0.87694371  0.10477406 -0.48059309 -0.99449605  0.06593186 -0.0715835
  0.77008475 -1.79887831 -0.02070504 -0.0779476 ]",[ 0.0219717  -0.03910473],-0.08077779592157103,"[ 0.88457727  0.0677409  -0.46639368 -0.99770295  0.06593186 -0.0715835
  0.84181836 -1.91811334 -0.02206816 -0.07561122]"
42,43,"[ 0.88457727  0.0677409  -0.46639368 -0.99770295  0.06593186 -0.0715835
  0.84181836 -1.91811334 -0.02206816 -0.07561122]",[ 0.01866494 -0.00948266],-0.07718954543836641,"[ 0.89256286  0.02943051 -0.45092299 -0.99956683  0.06593186 -0.0715835
  0.89902462 -1.91769347 -0.0233661  -0.07310799]"
42,44,"[ 0.89256286  0.02943051 -0.45092299 -0.99956683  0.06593186 -0.0715835
  0.89902462 -1.91769347 -0.0233661  -0.07310799]",[-0.05314722 -0.03139987],-0.07868335060550605,"[ 0.8995285  -0.00978502 -0.43686209 -0.99995213  0.06593186 -0.0715835
  0.67091797 -2.00401342 -0.02499958 -0.07057587]"
42,45,"[ 0.8995285  -0.00978502 -0.43686209 -0.99995213  0.06593186 -0.0715835
  0.67091797 -2.00401342 -0.02499958 -0.07057587]",[0.0736096  0.05211553],-0.08111718413260416,"[ 0.9064905  -0.04737966 -0.42222621 -0.99887695  0.06593186 -0.0715835
  0.94891169 -1.75802812 -0.02640021 -0.06804054]"
42,46,"[ 0.9064905  -0.04737966 -0.42222621 -0.99887695  0.06593186 -0.0715835
  0.94891169 -1.75802812 -0.02640021 -0.06804054]",[0.04693227 0.03375262],-0.07410599232624569,"[ 0.91501686 -0.08077996 -0.4034156  -0.99673196  0.06593186 -0.0715835
  1.11584989 -1.58959982 -0.02679168 -0.0654963 ]"
42,47,"[ 0.91501686 -0.08077996 -0.4034156  -0.99673196  0.06593186 -0.0715835
  1.11584989 -1.58959982 -0.02679168 -0.0654963 ]",[-0.08410992 -0.06116029],-0.07953099544948428,"[ 0.92242191 -0.11452165 -0.38618365 -0.99342075  0.06593186 -0.0715835
  0.76092348 -1.8002381  -0.0275102  -0.06296879]"
42,48,"[ 0.92242191 -0.11452165 -0.38618365 -0.99342075  0.06593186 -0.0715835
  0.76092348 -1.8002381  -0.0275102  -0.06296879]",[0.0338778 0.0286195],-0.06885715097393537,"[ 0.9286356  -0.14872993 -0.37099315 -0.98887785  0.06593186 -0.0715835
  0.87992245 -1.65129122 -0.02861653 -0.06046003]"
42,49,"[ 0.9286356  -0.14872993 -0.37099315 -0.98887785  0.06593186 -0.0715835
  0.87992245 -1.65129122 -0.02861653 -0.06046003]",[ 0.00181468 -0.10277794],-0.0755448479904668,"[ 0.93498416 -0.18499295 -0.35468948 -0.98273985  0.06593186 -0.0715835
  0.86974353 -2.02555027 -0.02980191 -0.05774096]"
43,0,"[ 0.999977    0.99992058 -0.00678209 -0.01260274  0.08351996 -0.05158077
 -0.00248739  0.00109336  0.12645707  0.04877032]",[ 0.03107373 -0.03352313],-0.13766319264303217,"[ 0.99998433  0.99990321 -0.00559754 -0.01391326  0.08351996 -0.05158077
  0.12053463 -0.13171433  0.12645753  0.04887486]"
43,1,"[ 0.99998433  0.99990321 -0.00559754 -0.01391326  0.08351996 -0.05158077
  0.12053463 -0.13171433  0.12645753  0.04887486]",[-0.19150573 -0.01106763],-0.17183813828370048,"[ 0.99994156  0.99985621 -0.01081113 -0.01695766  0.08351996 -0.05158077
 -0.63938162 -0.17262642  0.12643179  0.04744605]"
43,2,"[ 0.99994156  0.99985621 -0.01081113 -0.01695766  0.08351996 -0.05158077
 -0.63938162 -0.17262642  0.12643179  0.04744605]",[-0.005663   -0.02961059],-0.1347686010543888,"[ 0.99971925  0.99976774 -0.02369418 -0.02155136  0.08351996 -0.05158077
 -0.64909152 -0.28644989  0.12633937  0.04423567]"
43,3,"[ 0.99971925  0.99976774 -0.02369418 -0.02155136  0.08351996 -0.05158077
 -0.64909152 -0.28644989  0.12633937  0.04423567]",[ 0.06117301 -0.02575365],-0.1372029563533922,"[ 0.99941793  0.99960102 -0.0341145  -0.02824552  0.08351996 -0.05158077
 -0.39422984 -0.38285368  0.12620794  0.04131284]"
43,4,"[ 0.99941793  0.99960102 -0.0341145  -0.02824552  0.08351996 -0.05158077
 -0.39422984 -0.38285368  0.12620794  0.04131284]",[-0.02636339 -0.13370454],-0.15018891650385258,"[ 0.99907686  0.9991538  -0.04295851 -0.04113007  0.08351996 -0.05158077
 -0.49051163 -0.9046472   0.12599885  0.03804367]"
43,5,"[ 0.99907686  0.9991538  -0.04295851 -0.04113007  0.08351996 -0.05158077
 -0.49051163 -0.9046472   0.12599885  0.03804367]",[-0.07490627 -0.10857381],-0.14719984943388567,"[ 0.99845161  0.99799297 -0.05562722 -0.06332475  0.08351996 -0.05158077
 -0.77695702 -1.31652774  0.125547    0.03295683]"
43,6,"[ 0.99845161  0.99799297 -0.05562722 -0.06332475  0.08351996 -0.05158077
 -0.77695702 -1.31652774  0.125547    0.03295683]",[ 0.04296508 -0.03440159],-0.13077218267415916,"[ 0.99759728  0.99588018 -0.06927969 -0.09067889  0.08351996 -0.05158077
 -0.59158792 -1.42675232  0.12483232  0.02711261]"
43,7,"[ 0.99759728  0.99588018 -0.06927969 -0.09067889  0.08351996 -0.05158077
 -0.59158792 -1.42675232  0.12483232  0.02711261]",[ 0.01378794 -0.0503962 ],-0.128513351319883,"[ 0.99676149  0.99268147 -0.08041476 -0.12076218  0.08351996 -0.05158077
 -0.52527905 -1.59807893  0.12392931  0.0215176 ]"
43,8,"[ 0.99676149  0.99268147 -0.08041476 -0.12076218  0.08351996 -0.05158077
 -0.52527905 -1.59807893  0.12392931  0.0215176 ]",[-0.05645875  0.05147891],-0.12963424578103594,"[ 0.99566516  0.98867286 -0.09301017 -0.15008654  0.08351996 -0.05158077
 -0.73832303 -1.36252163  0.12279359  0.01572665]"
43,9,"[ 0.99566516  0.98867286 -0.09301017 -0.15008654  0.08351996 -0.05158077
 -0.73832303 -1.36252163  0.12279359  0.01572665]",[-0.05797267 -0.18861634],-0.16035881373973984,"[ 0.9939492   0.9829127  -0.10984074 -0.18407234  0.08351996 -0.05158077
 -0.95276626 -2.08229958  0.12111722  0.00859573]"
43,10,"[ 0.9939492   0.9829127  -0.10984074 -0.18407234  0.08351996 -0.05158077
 -0.95276626 -2.08229958  0.12111722  0.00859573]",[0.03135528 0.04565798],-0.1219836176857854,"[ 9.91859271e-01  9.74895065e-01 -1.27338864e-01 -2.22664799e-01
  8.35199642e-02 -5.15807678e-02 -8.09980902e-01 -1.86034455e+00
  1.18912428e-01  8.97305433e-04]"
43,11,"[ 9.91859271e-01  9.74895065e-01 -1.27338864e-01 -2.22664799e-01
  8.35199642e-02 -5.15807678e-02 -8.09980902e-01 -1.86034455e+00
  1.18912428e-01  8.97305433e-04]",[ 0.02388205 -0.06273327],-0.12116045550667497,"[ 0.98982484  0.965386   -0.14229119 -0.26082537  0.08351996 -0.05158077
 -0.69941201 -2.07195294  0.11649202 -0.00615746]"
43,12,"[ 0.98982484  0.965386   -0.14229119 -0.26082537  0.08351996 -0.05158077
 -0.69941201 -2.07195294  0.11649202 -0.00615746]",[-0.01074257  0.02263482],-0.11513128867606484,"[ 0.98769263  0.95414521 -0.15640736 -0.29934416  0.08351996 -0.05158077
 -0.72813342 -1.94129696  0.11376336 -0.01299849]"
43,13,"[ 0.98769263  0.95414521 -0.15640736 -0.29934416  0.08351996 -0.05158077
 -0.72813342 -1.94129696  0.11376336 -0.01299849]",[-0.00499661  0.01428539],-0.11275972559827606,"[ 0.98530101  0.94212672 -0.17082719 -0.33525698  0.08351996 -0.05158077
 -0.73354304 -1.84629677  0.11082093 -0.01954167]"
43,14,"[ 0.98530101  0.94212672 -0.17082719 -0.33525698  0.08351996 -0.05158077
 -0.73354304 -1.84629677  0.11082093 -0.01954167]",[ 0.06151021 -0.09741375],-0.12393393843812783,"[ 0.98316508  0.92780601 -0.1827195  -0.37306301  0.08351996 -0.05158077
 -0.47558417 -2.1955587   0.10763881 -0.02568544]"
43,15,"[ 0.98316508  0.92780601 -0.1827195  -0.37306301  0.08351996 -0.05158077
 -0.47558417 -2.1955587   0.10763881 -0.02568544]",[0.00309387 0.00973769],-0.10897295155448705,"[ 0.98142427  0.91087519 -0.19184993 -0.41268194  0.08351996 -0.05158077
 -0.45398119 -2.11354228  0.10424846 -0.03137869]"
43,16,"[ 0.98142427  0.91087519 -0.19184993 -0.41268194  0.08351996 -0.05158077
 -0.45398119 -2.11354228  0.10424846 -0.03137869]",[-0.03776078 -0.03415336],-0.10972082662610985,"[ 0.9793582   0.89219975 -0.20213243 -0.45164101  0.08351996 -0.05158077
 -0.59435839 -2.20687766  0.10049004 -0.03712503]"
43,17,"[ 0.9793582   0.89219975 -0.20213243 -0.45164101  0.08351996 -0.05158077
 -0.59435839 -2.20687766  0.10049004 -0.03712503]",[-0.00883621 -0.10598736],-0.11662176867279951,"[ 0.97683676  0.86954628 -0.21398584 -0.49385146  0.08351996 -0.05158077
 -0.61743594 -2.58284062  0.09597387 -0.04335078]"
43,18,"[ 0.97683676  0.86954628 -0.21398584 -0.49385146  0.08351996 -0.05158077
 -0.61743594 -2.58284062  0.09597387 -0.04335078]",[ 0.14143628 -0.07245199],-0.12871872286324357,"[ 0.97540062  0.84161069 -0.22043965 -0.54008466  0.08351996 -0.05158077
 -0.04563519 -2.81879389  0.0912236  -0.0488191 ]"
43,19,"[ 0.97540062  0.84161069 -0.22043965 -0.54008466  0.08351996 -0.05158077
 -0.04563519 -2.81879389  0.0912236  -0.0488191 ]",[-0.06877652 -0.07866714],-0.1124638340333858,"[ 0.97459336  0.80833497 -0.22398166 -0.58872283  0.08351996 -0.05158077
 -0.31674867 -3.07437767  0.08609241 -0.05384706]"
43,20,"[ 0.97459336  0.80833497 -0.22398166 -0.58872283  0.08351996 -0.05158077
 -0.31674867 -3.07437767  0.08609241 -0.05384706]",[0.00053763 0.05031821],-0.1022381486825361,"[ 0.97317399  0.77229157 -0.23007038 -0.63526824  0.08351996 -0.05158077
 -0.30847638 -2.81427622  0.08039328 -0.05897622]"
43,21,"[ 0.97317399  0.77229157 -0.23007038 -0.63526824  0.08351996 -0.05158077
 -0.30847638 -2.81427622  0.08039328 -0.05897622]",[-0.01495354 -0.0349487 ],-0.09947671037953834,"[ 0.97161025  0.73476881 -0.23658724 -0.67831763  0.08351996 -0.05158077
 -0.36153422 -2.89692266  0.07451815 -0.0636966 ]"
43,22,"[ 0.97161025  0.73476881 -0.23658724 -0.67831763  0.08351996 -0.05158077
 -0.36153422 -2.89692266  0.07451815 -0.0636966 ]",[-0.02283151  0.06242005],-0.10098575889269526,"[ 0.96967022  0.6964531  -0.244417   -0.71760231  0.08351996 -0.05158077
 -0.44484211 -2.59238528  0.0684399  -0.06812783]"
43,23,"[ 0.96967022  0.6964531  -0.244417   -0.71760231  0.08351996 -0.05158077
 -0.44484211 -2.59238528  0.0684399  -0.06812783]",[0.03491469 0.03313612],-0.09767305682502322,"[ 0.96782909  0.65970491 -0.25160855 -0.75152474  0.08351996 -0.05158077
 -0.29799516 -2.40990479  0.06269586 -0.07184705]"
43,24,"[ 0.96782909  0.65970491 -0.25160855 -0.75152474  0.08351996 -0.05158077
 -0.29799516 -2.40990479  0.06269586 -0.07184705]",[-0.05122452 -0.02162219],-0.09740992317618091,"[ 0.96580231  0.62243365 -0.25927957 -0.78267257  0.08351996 -0.05158077
 -0.49477837 -2.44774496  0.05686424 -0.07524911]"
43,25,"[ 0.96580231  0.62243365 -0.25927957 -0.78267257  0.08351996 -0.05158077
 -0.49477837 -2.44774496  0.05686424 -0.07524911]",[-0.06368446 -0.05911115],-0.10108802446128964,"[ 0.96253338  0.58187479 -0.27116321 -0.81327838  0.08351996 -0.05158077
 -0.73693099 -2.63326266  0.05008329 -0.07900036]"
43,26,"[ 0.96253338  0.58187479 -0.27116321 -0.81327838  0.08351996 -0.05158077
 -0.73693099 -2.63326266  0.05008329 -0.07900036]",[0.08180393 0.13131133],-0.1169227451273294,"[ 0.95939458  0.54308392 -0.28206745 -0.83967843  0.08351996 -0.05158077
 -0.39889656 -2.06129509  0.04367949 -0.08209085]"
43,27,"[ 0.95939458  0.54308392 -0.28206745 -0.83967843  0.08351996 -0.05158077
 -0.39889656 -2.06129509  0.04367949 -0.08209085]",[-0.07723935 -0.03132746],-0.09962507586076823,"[ 0.95624411  0.50729705 -0.29257001 -0.86177126  0.08351996 -0.05158077
 -0.69660996 -2.1444404   0.03773151 -0.08464927]"
43,28,"[ 0.95624411  0.50729705 -0.29257001 -0.86177126  0.08351996 -0.05158077
 -0.69660996 -2.1444404   0.03773151 -0.08464927]",[ 0.07374641 -0.01639647],-0.09818696525992328,"[ 0.95300849  0.46968177 -0.3029436  -0.88283579  0.08351996 -0.05158077
 -0.39106095 -2.16699414  0.03159846 -0.08691382]"
43,29,"[ 0.95300849  0.46968177 -0.3029436  -0.88283579  0.08351996 -0.05158077
 -0.39106095 -2.16699414  0.03159846 -0.08691382]",[ 0.10964718 -0.01241082],-0.10409822301023196,"[ 0.95197574  0.4309331  -0.30617346 -0.90238388  0.08351996 -0.05158077
  0.05049822 -2.173356    0.02641206 -0.08804544]"
43,30,"[ 0.95197574  0.4309331  -0.30617346 -0.90238388  0.08351996 -0.05158077
  0.05049822 -2.173356    0.02641206 -0.08804544]",[-0.05897443 -0.03973179],-0.09632307625135843,"[ 0.95156424  0.39025942 -0.30744998 -0.92070494  0.08351996 -0.05158077
 -0.1838405  -2.28758591  0.02134813 -0.08873459]"
43,31,"[ 0.95156424  0.39025942 -0.30744998 -0.92070494  0.08351996 -0.05158077
 -0.1838405  -2.28758591  0.02134813 -0.08873459]",[ 0.08754227 -0.04869838],-0.1005730772375221,"[ 0.95151359  0.34635277 -0.30760672 -0.93810434  0.08351996 -0.05158077
  0.16620387 -2.43521165  0.0161404  -0.08908759]"
43,32,"[ 0.95151359  0.34635277 -0.30760672 -0.93810434  0.08351996 -0.05158077
  0.16620387 -2.43521165  0.0161404  -0.08908759]",[ 0.02507864 -0.0033692 ],-0.09014378742908045,"[ 0.95282338  0.30060395 -0.3035253  -0.95374906  0.08351996 -0.05158077
  0.26212127 -2.40036401  0.01142521 -0.08877128]"
43,33,"[ 0.95282338  0.30060395 -0.3035253  -0.95374906  0.08351996 -0.05158077
  0.26212127 -2.40036401  0.01142521 -0.08877128]",[0.05066442 0.06603025],-0.09523897985324893,"[ 0.95498433  0.25748459 -0.29665625 -0.96628241  0.08351996 -0.05158077
  0.45732656 -2.09143717  0.00749462 -0.08799351]"
43,34,"[ 0.95498433  0.25748459 -0.29665625 -0.96628241  0.08351996 -0.05158077
  0.45732656 -2.09143717  0.00749462 -0.08799351]",[ 0.1783722  -0.03799453],-0.11969531329081605,"[ 0.95964714  0.21578312 -0.28120698 -0.97644132  0.08351996 -0.05158077
  1.1541327  -2.20063013  0.00501869 -0.08628926]"
43,35,"[ 0.95964714  0.21578312 -0.28120698 -0.97644132  0.08351996 -0.05158077
  1.1541327  -2.20063013  0.00501869 -0.08628926]",[-0.00873832  0.02541558],-0.08474345927180252,"[ 0.96573249  0.17403742 -0.2595395  -0.98473904  0.08351996 -0.05158077
  1.09668767 -2.05640969  0.00342769 -0.0839512 ]"
43,36,"[ 0.96573249  0.17403742 -0.2595395  -0.98473904  0.08351996 -0.05158077
  1.09668767 -2.05640969  0.00342769 -0.0839512 ]",[ 0.00260202 -0.0604007 ],-0.08527964179978954,"[ 9.71165255e-01  1.31427639e-01 -2.38407315e-01 -9.91325767e-01
  8.35199642e-02 -5.15807678e-02  1.08532732e+00 -2.25485006e+00
  1.63950889e-03 -8.16081593e-02]"
43,37,"[ 9.71165255e-01  1.31427639e-01 -2.38407315e-01 -9.91325767e-01
  8.35199642e-02 -5.15807678e-02  1.08532732e+00 -2.25485006e+00
  1.63950889e-03 -8.16081593e-02]",[ 0.02743396 -0.03336219],-0.08096641222423212,"[ 9.76300579e-01  8.57289898e-02 -2.16418990e-01 -9.96318493e-01
  8.35199642e-02 -5.15807678e-02  1.17243436e+00 -2.34232060e+00
 -4.01661671e-04 -7.90997341e-02]"
43,38,"[ 9.76300579e-01  8.57289898e-02 -2.16418990e-01 -9.96318493e-01
  8.35199642e-02 -5.15807678e-02  1.17243436e+00 -2.34232060e+00
 -4.01661671e-04 -7.90997341e-02]",[ 0.00491442 -0.11693472],-0.09011998897552882,"[ 0.98109933  0.03480072 -0.19350477 -0.99939427  0.08351996 -0.05158077
  1.16876069 -2.75895143 -0.00292675 -0.07636605]"
43,39,"[ 0.98109933  0.03480072 -0.19350477 -0.99939427  0.08351996 -0.05158077
  1.16876069 -2.75895143 -0.00292675 -0.07636605]",[-0.06492363 -0.10346271],-0.0888188958560824,"[ 0.98487117 -0.02393073 -0.17328815 -0.99971362  0.08351996 -0.05158077
  0.88875089 -3.11394267 -0.00668133 -0.07359663]"
43,40,"[ 0.98487117 -0.02393073 -0.17328815 -0.99971362  0.08351996 -0.05158077
  0.88875089 -3.11394267 -0.00668133 -0.07359663]",[ 0.00687894 -0.04709814],-0.07389390596150183,"[ 0.98781068 -0.08735292 -0.15566006 -0.99617743  0.08351996 -0.05158077
  0.89838941 -3.23877955 -0.0112877  -0.07073336]"
43,41,"[ 0.98781068 -0.08735292 -0.15566006 -0.99617743  0.08351996 -0.05158077
  0.89838941 -3.23877955 -0.0112877  -0.07073336]",[-0.0210718  -0.02989404],-0.07089108786376512,"[ 0.99030745 -0.15219036 -0.13889259 -0.9883512   0.08351996 -0.05158077
  0.797201   -3.29300771 -0.01616803 -0.06764815]"
43,42,"[ 0.99030745 -0.15219036 -0.13889259 -0.9883512   0.08351996 -0.05158077
  0.797201   -3.29300771 -0.01616803 -0.06764815]",[0.13308333 0.00255511],-0.0849811883385112,"[ 0.99301391 -0.21616929 -0.11799735 -0.9763559   0.08351996 -0.05158077
  1.30811919 -3.21776095 -0.02050417 -0.06406212]"
43,43,"[ 0.99301391 -0.21616929 -0.11799735 -0.9763559   0.08351996 -0.05158077
  1.30811919 -3.21776095 -0.02050417 -0.06406212]",[-0.00937242 -0.00797654],-0.06489592054856941,"[ 0.99570249 -0.27820235 -0.09260968 -0.96052249  0.08351996 -0.05158077
  1.24512362 -3.18562519 -0.02420535 -0.06004952]"
43,44,"[ 0.99570249 -0.27820235 -0.09260968 -0.96052249  0.08351996 -0.05158077
  1.24512362 -3.18562519 -0.02420535 -0.06004952]",[-0.00560604  0.01593464],-0.06284665344353109,"[ 0.99766777 -0.33760243 -0.06825708 -0.9412888   0.08351996 -0.05158077
  1.19827073 -3.05945115 -0.02787034 -0.05601038]"
43,45,"[ 0.99766777 -0.33760243 -0.06825708 -0.9412888   0.08351996 -0.05158077
  1.19827073 -3.05945115 -0.02787034 -0.05601038]",[ 0.0621081  -0.01430774],-0.06453613575547328,"[ 0.99911324 -0.39449525 -0.04210382 -0.91889798  0.08351996 -0.05158077
  1.42038305 -3.05554733 -0.03122054 -0.05179173]"
43,46,"[ 0.99911324 -0.39449525 -0.04210382 -0.91889798  0.08351996 -0.05158077
  1.42038305 -3.05554733 -0.03122054 -0.05179173]",[-0.01060207  0.00623559],-0.058702227340720926,"[ 0.99989615 -0.44911504 -0.01441131 -0.89347394  0.08351996 -0.05158077
  1.35029633 -2.97035035 -0.03434425 -0.0474203 ]"
43,47,"[ 0.99989615 -0.44911504 -0.01441131 -0.89347394  0.08351996 -0.05158077
  1.35029633 -2.97035035 -0.03434425 -0.0474203 ]",[0.0189756  0.00300913],-0.05736206262350232,"[ 0.99991446 -0.50075606  0.01307914 -0.86558845  0.08351996 -0.05158077
  1.39867628 -2.89962515 -0.03736169 -0.04303834]"
43,48,"[ 0.99991446 -0.50075606  0.01307914 -0.86558845  0.08351996 -0.05158077
  1.39867628 -2.89962515 -0.03736169 -0.04303834]",[-0.00935529  0.01408064],-0.056101208542067904,"[ 0.99918388 -0.54913515  0.04039266 -0.83573357  0.08351996 -0.05158077
  1.33395325 -2.78645472 -0.04024384 -0.03867551]"
43,49,"[ 0.99918388 -0.54913515  0.04039266 -0.83573357  0.08351996 -0.05158077
  1.33395325 -2.78645472 -0.04024384 -0.03867551]",[ 0.02991912 -0.02488086],-0.05654526430217234,"[ 0.99768847 -0.59518277  0.06795372 -0.80359036  0.08351996 -0.05158077
  1.42598765 -2.82980405 -0.04306314 -0.03426344]"
44,0,"[ 0.99973058  0.99956914  0.0232114   0.02935186  0.10776688  0.01865446
 -0.00460138  0.00481231  0.10205422 -0.01055333]",[0.12052581 0.08153598],-0.12358136008879024,"[ 0.99961069  0.99946577  0.02790103  0.03268286  0.10776688  0.01865446
  0.47213096  0.32737373  0.10199234 -0.00920374]"
44,1,"[ 0.99961069  0.99946577  0.02790103  0.03268286  0.10776688  0.01865446
  0.47213096  0.32737373  0.10199234 -0.00920374]",[-0.10566092  0.06754862],-0.1178452172699874,"[ 0.9994536   0.99912415  0.03305291  0.04184416  0.10776688  0.01865446
  0.04472064  0.58852596  0.10186994 -0.00711594]"
44,2,"[ 0.9994536   0.99912415  0.03305291  0.04184416  0.10776688  0.01865446
  0.04472064  0.58852596  0.10186994 -0.00711594]",[0.08074343 0.02041391],-0.10875818587879417,"[ 0.99931006  0.99852505  0.03714029  0.05429301  0.10776688  0.01865446
  0.36320962  0.6575776   0.10170431 -0.00489322]"
44,3,"[ 0.99931006  0.99852505  0.03714029  0.05429301  0.10776688  0.01865446
  0.36320962  0.6575776   0.10170431 -0.00489322]",[-0.03770385  0.04536779],-0.10495341309283017,"[ 0.99908234  0.99761053  0.04283074  0.06908855  0.10776688  0.01865446
  0.2068126   0.82425797  0.10145231 -0.00207844]"
44,4,"[ 0.99908234  0.99761053  0.04283074  0.06908855  0.10776688  0.01865446
  0.2068126   0.82425797  0.10145231 -0.00207844]",[-0.00031497  0.10010782],-0.11112839390205344,"[9.98899222e-01 9.96002719e-01 4.69078196e-02 8.93229169e-02
 1.07766879e-01 1.86544599e-02 2.01325402e-01 1.20432490e+00
 1.01101871e-01 9.90093496e-04]"
44,5,"[9.98899222e-01 9.96002719e-01 4.69078196e-02 8.93229169e-02
 1.07766879e-01 1.86544599e-02 2.01325402e-01 1.20432490e+00
 1.01101871e-01 9.90093496e-04]",[0.14611839 0.21956497],-0.17009453599574503,"[0.99839256 0.99256602 0.05667717 0.1217074  0.10776688 0.01865446
 0.77501853 2.04963498 0.10032048 0.00656681]"
44,6,"[0.99839256 0.99256602 0.05667717 0.1217074  0.10776688 0.01865446
 0.77501853 2.04963498 0.10032048 0.00656681]",[0.07784728 0.03953291],-0.10756016679281258,"[0.99717806 0.98655519 0.07507273 0.16342844 0.10776688 0.01865446
 1.0675946  2.16547313 0.09881622 0.01492588]"
44,7,"[0.99717806 0.98655519 0.07507273 0.16342844 0.10776688 0.01865446
 1.0675946  2.16547313 0.09881622 0.01492588]",[0.12030524 0.08883614],-0.12201874013052338,"[0.99489807 0.97791161 0.10088524 0.20901888 0.10776688 0.01865446
 1.52226733 2.47417274 0.09642495 0.02516057]"
44,8,"[0.99489807 0.97791161 0.10088524 0.20901888 0.10776688 0.01865446
 1.52226733 2.47417274 0.09642495 0.02516057]",[0.06617102 0.15039396],-0.12696369694516804,"[0.99105883 0.96495161 0.13342563 0.26242788 0.10776688 0.01865446
 1.75372058 3.02059022 0.09268317 0.03745906]"
44,9,"[0.99105883 0.96495161 0.13342563 0.26242788 0.10776688 0.01865446
 1.75372058 3.02059022 0.09268317 0.03745906]",[0.01993979 0.04483663],-0.10350183947715459,"[0.98569582 0.94696837 0.1685341  0.32132679 0.10776688 0.01865446
 1.79789252 3.13830131 0.08752225 0.05059483]"
44,10,"[0.98569582 0.94696837 0.1685341  0.32132679 0.10776688 0.01865446
 1.79789252 3.13830131 0.08752225 0.05059483]",[-0.01916904  0.07252869],-0.10862329645013079,"[0.97922718 0.92408774 0.20276622 0.3821804  0.10776688 0.01865446
 1.68644904 3.36338991 0.0811697  0.06339984]"
44,11,"[0.97922718 0.92408774 0.20276622 0.3821804  0.10776688 0.01865446
 1.68644904 3.36338991 0.0811697  0.06339984]",[-0.00575243  0.16230911],-0.13197620099693375,"[0.97196537 0.89373066 0.23512407 0.44860395 0.10776688 0.01865446
 1.63016462 3.93949163 0.07338155 0.07593595]"
44,12,"[0.97196537 0.89373066 0.23512407 0.44860395 0.10776688 0.01865446
 1.63016462 3.93949163 0.07338155 0.07593595]",[0.04735788 0.08803547],-0.11903169029261663,"[0.96336829 0.85424122 0.2681819  0.51987684 0.10776688 0.01865446
 1.78523183 4.21001648 0.06375812 0.08845527]"
